,Location_type,zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,wh_owner_type,flood_impacted,electric_supply,wh_est_year,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m
3558,1,1,3,0,3,1,0,0,2008.0,24,0,2,2
3559,1,1,7,2,2,1,0,0,2004.0,30,1,1,4
3560,1,1,3,1,2,0,0,0,2006.0,15,0,0,5
3561,1,1,0,0,4,0,0,0,2009.0,14,0,4,3
3562,1,3,7,0,6,0,0,0,2009.0,27,0,2,2
3563,1,3,2,0,4,1,0,1,2009.0,22,1,1,5
3564,1,2,4,1,2,0,0,0,2009.0,0,0,4,0
3565,1,1,8,0,2,1,0,1,2019.0,9,1,4,2
3566,1,1,0,1,2,1,0,1,2009.0,32,0,1,2
3567,1,2,1,0,2,1,0,1,2009.0,38,0,3,4
3568,0,1,3,1,2,0,0,0,2009.0,16,1,1,2
3569,1,3,2,0,3,1,0,1,2009.0,20,0,4,5
3570,1,2,7,0,4,0,0,0,2019.0,12,1,0,2
3571,1,3,3,1,6,0,0,0,2002.0,25,0,3,6
3572,1,1,7,0,4,0,0,1,2006.0,22,0,2,5
3573,1,1,8,3,5,0,0,1,2012.0,19,0,4,3
3574,1,1,8,0,3,0,0,1,2006.0,29,1,1,4
3575,1,3,3,0,3,1,0,1,2000.0,25,0,4,4
3576,1,3,6,3,4,1,0,1,2009.0,5,0,4,3
3577,1,1,6,3,4,0,0,1,2009.0,4,1,4,3
3578,0,3,8,0,3,0,0,0,2016.0,11,1,4,2
3579,1,1,3,0,4,0,0,0,2007.0,27,1,4,2
3580,1,3,1,0,4,1,0,0,2009.0,37,0,3,3
3581,1,2,4,0,2,1,0,1,2003.0,19,0,2,3
3582,1,3,5,0,4,1,0,0,1999.0,33,1,1,6
3583,1,1,8,2,4,1,0,1,2009.0,16,0,3,4
3584,1,1,6,0,3,0,0,0,2012.0,20,0,0,6
3585,1,0,8,0,6,0,0,0,2004.0,35,0,2,3
3586,1,3,4,4,4,0,0,1,2010.0,19,0,3,5
3587,1,1,2,0,3,1,0,1,2009.0,4,0,4,2
3588,1,1,1,0,4,1,0,1,2009.0,5,0,1,2
3589,1,1,0,0,4,0,0,0,2009.0,9,0,0,2
3590,1,1,8,0,3,1,0,1,2015.0,9,0,2,5
3591,1,1,8,0,5,0,0,1,1999.0,18,0,4,3
3592,1,1,4,0,3,0,1,1,2015.0,14,0,0,6
3593,1,3,3,1,4,1,0,1,2009.0,6,1,0,2
3594,1,2,0,0,3,1,0,1,2009.0,5,0,0,5
3595,1,2,0,4,2,1,0,1,2009.0,14,0,2,2
3596,1,3,7,0,7,1,1,1,2012.0,19,0,4,3
3597,1,1,3,0,2,0,0,0,2008.0,16,0,2,6
3598,1,3,7,1,4,0,0,0,1998.0,24,1,0,3
3599,1,1,6,0,3,0,0,0,2022.0,6,1,4,3
3600,1,2,2,1,2,1,0,1,2009.0,12,0,0,2
3601,0,3,6,0,5,1,0,1,2019.0,6,1,1,1
3602,1,1,1,1,3,0,0,0,2009.0,25,0,3,6
3603,1,2,3,0,2,0,0,1,2016.0,21,0,3,1
3604,1,3,4,0,4,0,0,1,2008.0,15,0,2,4
3605,1,2,5,5,2,1,0,1,2009.0,26,0,2,4
3606,1,3,4,1,4,1,0,1,2022.0,0,0,4,0
3607,1,2,4,0,2,1,0,1,2009.0,18,0,3,5
3608,1,1,5,1,3,1,0,1,2006.0,14,0,2,3
3609,1,2,5,0,2,0,0,1,2001.0,25,0,2,3
3610,0,2,8,0,2,1,0,1,2003.0,33,0,4,3
3611,1,3,5,2,4,0,0,0,2009.0,24,0,3,3
3612,1,0,4,0,6,1,0,0,2010.0,19,1,0,5
3613,1,1,4,0,2,1,0,1,2008.0,24,0,2,6
3614,1,1,4,0,3,1,0,1,1999.0,22,0,0,3
3615,1,3,7,0,3,0,0,1,2017.0,6,0,2,5
3616,1,3,8,1,3,1,0,0,2006.0,32,1,3,3
3617,1,3,0,0,4,0,0,0,2009.0,19,0,3,4
3618,1,3,2,0,4,0,0,1,2009.0,22,0,2,3
3619,1,1,2,0,2,1,0,0,2009.0,22,0,3,6
3620,0,1,4,0,2,0,0,0,2002.0,20,0,4,5
3621,1,0,3,0,4,1,0,1,2002.0,25,1,1,6
3622,1,3,7,0,8,0,0,1,2005.0,30,1,2,4
3623,1,3,8,4,6,1,0,1,2009.0,17,0,0,4
3624,1,2,0,0,2,1,0,0,2009.0,24,0,0,4
3625,1,2,4,0,2,1,0,1,2006.0,23,1,4,6
3626,1,3,6,3,4,1,0,1,2009.0,11,0,4,2
3627,1,2,8,1,2,1,0,1,2022.0,0,0,4,0
3628,1,2,0,0,3,1,0,0,2009.0,27,0,2,3
3629,1,2,5,1,3,1,1,1,2009.0,6,0,4,1
3630,0,2,5,4,4,1,0,1,2010.0,18,0,0,5
3631,1,2,1,2,2,1,0,0,2009.0,0,0,4,0
3632,1,2,2,1,2,1,0,1,2009.0,16,1,1,3
3633,0,1,8,0,2,1,1,1,2006.0,14,1,4,5
3634,1,1,7,1,4,1,0,0,2000.0,18,0,3,5
3635,1,2,0,0,3,1,0,1,2009.0,17,0,3,4
3636,1,2,5,0,1,0,0,1,2014.0,11,0,2,4
3637,1,2,7,2,2,1,0,1,2009.0,22,1,1,6
3638,1,3,5,1,3,1,1,1,2017.0,12,1,1,1
3639,1,1,1,0,4,0,0,1,2009.0,31,0,0,6
3640,0,1,1,0,4,1,0,1,2009.0,11,0,0,4
3641,1,3,5,0,3,1,1,1,2010.0,18,1,0,2
3642,1,1,1,0,2,0,0,0,2009.0,8,0,4,6
3643,1,1,5,0,3,0,0,0,2007.0,21,1,1,2
3644,1,2,8,4,2,0,0,1,2017.0,12,1,1,6
3645,0,3,3,3,4,1,0,1,2009.0,13,0,3,3
3646,1,3,0,0,3,1,1,1,2009.0,5,0,4,1
3647,1,2,7,1,4,1,0,0,2005.0,31,1,1,2
3648,1,2,8,0,2,1,0,0,2016.0,11,1,3,2
3649,1,1,4,1,3,1,0,0,1999.0,25,0,2,5
3650,1,0,1,1,6,1,0,0,2009.0,25,0,0,6
3651,1,3,5,3,2,0,0,1,2009.0,13,0,3,6
3652,1,1,6,2,2,0,0,0,2011.0,21,0,3,4
3653,0,3,0,0,7,0,0,1,2009.0,25,0,3,2
3654,1,2,3,0,2,1,0,1,2000.0,32,0,3,5
3655,1,1,0,1,3,0,0,1,2009.0,16,0,0,4
3656,1,2,3,0,5,0,0,1,2004.0,23,1,3,5
3657,1,1,6,0,2,0,0,1,2008.0,23,0,3,6
3658,1,1,6,2,2,0,0,1,2002.0,26,0,2,3
3659,1,2,4,2,2,0,0,0,2016.0,13,1,3,6
3660,1,1,5,0,2,0,0,1,2003.0,30,0,4,5
3661,1,1,2,0,3,1,0,1,2009.0,0,0,4,0
3662,0,2,3,0,2,1,0,1,2009.0,18,0,0,2
3663,1,3,8,1,2,1,1,1,2021.0,0,0,4,0
3664,0,1,0,0,3,1,0,1,2009.0,23,0,4,2
3665,0,1,3,0,4,0,0,0,2002.0,34,1,3,5
3666,1,2,2,3,2,0,0,0,2009.0,24,0,2,2
3667,1,1,5,0,2,0,0,1,2010.0,14,0,3,4
3668,1,3,2,0,4,0,0,1,2009.0,29,0,0,2
3669,1,1,4,0,4,0,0,0,2007.0,22,0,2,2
3670,1,1,0,1,2,0,0,0,2009.0,31,0,2,5
3671,1,1,4,0,3,1,0,1,2021.0,0,0,4,0
3672,1,1,3,1,4,1,1,1,2009.0,21,1,2,6
3673,1,2,0,0,3,1,0,0,2009.0,24,0,2,3
3674,1,3,5,2,2,0,0,1,2020.0,5,0,3,2
3675,1,3,5,0,3,0,0,0,2015.0,19,1,3,6
3676,1,1,2,0,3,0,0,1,2009.0,31,0,3,3
3677,1,2,3,0,2,1,0,1,1997.0,38,1,4,2
3678,0,3,1,1,4,1,0,0,2009.0,11,0,4,5
3679,1,3,3,0,4,1,0,1,2015.0,11,0,2,5
3680,1,3,7,0,3,1,0,1,2019.0,5,0,3,2
3681,1,3,4,0,4,0,0,0,2009.0,21,0,4,5
3682,1,1,3,1,2,0,0,1,2009.0,24,0,3,2
3683,1,3,4,0,5,0,0,1,2004.0,39,0,3,6
3684,1,2,1,0,2,1,0,1,2009.0,6,0,3,1
3685,1,2,5,0,3,0,0,1,2001.0,25,0,3,6
3686,1,1,5,1,3,1,0,1,2020.0,5,0,0,2
3687,1,2,7,4,3,1,0,0,2009.0,11,0,2,4
3688,1,3,3,3,3,1,0,1,1999.0,24,1,1,4
3689,1,1,0,0,3,1,0,1,2009.0,11,0,2,6
3690,1,3,0,0,4,0,0,1,2009.0,22,0,0,5
3691,1,1,5,0,2,0,0,1,2013.0,9,0,0,6
3692,1,1,0,1,3,1,0,0,2009.0,0,0,4,0
3693,1,1,4,0,3,1,0,1,2002.0,35,1,1,2
3694,1,2,6,3,4,0,0,0,2007.0,19,0,0,5
3695,1,3,3,0,3,0,0,1,2021.0,0,0,4,0
3696,1,1,7,2,2,0,0,1,2009.0,16,1,1,6
3697,1,3,1,2,3,0,0,0,2009.0,9,0,2,1
3698,1,2,6,1,2,1,0,0,2009.0,12,0,4,3
3699,1,2,8,0,1,0,0,0,2009.0,4,0,0,1
3700,1,2,2,0,2,1,0,1,2009.0,39,0,1,4
3701,1,2,4,4,2,0,0,0,2009.0,6,1,2,3
3702,1,3,4,2,5,1,0,1,2009.0,18,0,4,5
3703,1,3,6,0,3,1,0,1,2008.0,15,1,1,6
3704,1,3,8,0,4,1,0,0,2009.0,21,0,3,4
3705,1,1,0,0,3,1,0,1,2009.0,23,0,0,5
3706,0,1,1,0,4,1,0,1,2009.0,18,0,0,5
3707,1,1,7,1,4,0,0,1,2013.0,12,0,0,5
3708,1,2,1,1,2,1,0,0,2009.0,16,0,3,5
3709,1,3,3,0,4,0,0,1,2005.0,30,0,2,5
3710,1,1,3,0,3,1,0,1,2007.0,37,0,4,6
3711,1,1,7,3,3,1,0,1,2009.0,10,0,4,6
3712,1,3,3,0,5,1,0,1,2009.0,20,1,1,3
3713,1,1,7,0,5,1,0,1,2009.0,18,1,1,3
3714,1,1,4,3,5,0,0,1,2009.0,14,1,1,3
3715,1,2,6,0,3,0,0,0,1998.0,38,0,2,4
3716,1,2,8,0,2,1,0,1,2008.0,19,0,4,3
3717,1,1,1,1,4,1,0,0,2009.0,9,0,4,5
3718,1,1,3,0,3,1,0,0,2013.0,18,0,4,6
3719,0,1,5,3,3,1,0,0,2004.0,15,1,0,5
3720,1,1,7,0,3,0,0,1,2011.0,18,1,1,2
3721,1,2,0,0,2,0,0,0,2009.0,34,0,3,2
3722,1,1,4,4,2,1,0,1,2009.0,15,0,2,5
3723,1,3,3,1,4,1,0,0,2006.0,24,1,1,5
3724,1,1,6,1,2,0,0,0,2009.0,14,1,3,4
3725,1,2,8,0,2,0,0,1,2006.0,21,1,0,3
3726,1,2,0,0,2,1,0,1,2009.0,25,0,1,2
3727,1,1,8,1,3,1,0,1,2022.0,4,1,4,3
3728,1,2,7,0,4,1,0,1,2019.0,8,1,4,2
3729,1,2,1,0,2,0,0,1,2009.0,16,0,1,6
3730,1,1,1,0,3,0,0,1,2009.0,9,0,2,2
3731,1,1,2,0,2,1,0,1,2009.0,32,1,2,4
3732,1,2,1,3,2,0,0,0,2009.0,6,0,1,2
3733,1,3,2,0,5,1,0,1,2009.0,13,0,3,4
3734,1,1,6,0,3,1,0,1,2021.0,0,0,4,0
3735,1,2,3,0,2,1,0,0,2004.0,36,1,1,2
3736,0,1,6,0,2,0,0,1,2002.0,24,0,3,3
3737,1,1,4,1,4,0,1,1,2011.0,17,0,0,5
3738,1,3,2,1,4,0,0,1,2009.0,16,0,2,4
3739,0,1,0,2,3,1,0,0,2009.0,14,0,0,6
3740,1,1,6,3,2,1,0,1,2004.0,24,0,3,2
3741,1,3,2,0,4,1,0,1,2009.0,6,1,0,3
3742,1,2,6,0,2,1,0,0,2020.0,4,0,4,2
3743,0,3,8,1,9,0,0,0,2012.0,16,0,0,6
3744,1,1,8,0,5,0,0,0,2009.0,26,0,4,4
3745,1,3,6,2,4,1,0,1,2009.0,21,0,0,4
3746,1,1,5,0,3,1,0,1,2000.0,37,1,1,5
3747,1,3,5,1,4,1,0,0,2015.0,18,1,3,1
3748,0,1,8,1,3,1,1,1,2009.0,11,1,2,4
3749,1,2,0,1,2,1,0,1,2009.0,32,0,2,2
3750,0,3,3,0,3,0,0,1,2013.0,18,0,3,2
3751,1,3,1,3,1,1,0,1,2009.0,22,0,4,4
3752,0,1,3,2,2,0,0,0,2020.0,4,0,4,2
3753,0,2,4,2,2,0,0,0,2009.0,20,0,0,6
3754,1,3,3,0,3,1,0,1,2004.0,22,0,2,6
3755,1,1,4,1,2,0,0,1,2009.0,6,0,0,6
3756,1,3,5,1,4,0,0,0,1999.0,29,0,3,3
3757,1,2,3,2,3,0,0,1,2009.0,0,0,4,0
3758,1,3,8,1,7,1,0,1,2009.0,4,1,3,3
3759,1,3,0,1,3,1,0,0,2009.0,34,0,3,6
3760,1,1,1,0,2,0,0,1,2009.0,20,0,0,2
3761,1,1,8,0,2,1,0,1,2002.0,31,0,0,6
3762,0,3,3,0,2,0,0,1,2008.0,16,0,4,6
3763,1,3,8,1,4,1,0,1,2014.0,11,0,4,1
3764,1,1,5,4,2,1,0,1,2009.0,16,1,4,6
3765,1,3,4,0,3,1,0,1,2017.0,10,0,4,4
3766,1,3,5,2,5,1,0,1,2009.0,20,1,2,3
3767,1,3,3,1,2,1,0,1,2014.0,10,0,2,1
3768,1,1,5,0,2,0,0,1,2008.0,24,1,1,2
3769,1,3,4,0,4,0,0,0,2018.0,13,1,3,3
3770,1,1,6,2,2,1,0,1,2007.0,29,1,1,5
3771,1,3,0,0,2,0,0,1,2009.0,35,0,1,4
3772,1,3,7,1,5,1,0,1,2017.0,8,0,2,6
3773,1,2,6,2,2,1,0,0,2009.0,16,0,4,5
3774,1,3,3,4,4,1,0,1,2009.0,12,1,1,4
3775,0,1,8,0,4,1,0,1,2012.0,16,0,0,5
3776,1,3,7,4,4,1,0,1,2009.0,7,1,0,1
3777,1,1,2,0,4,0,0,1,2009.0,26,0,0,5
3778,1,3,0,0,4,1,0,1,2009.0,14,0,3,1
3779,1,1,4,4,4,0,0,0,2000.0,23,0,0,5
3780,1,2,4,2,3,1,0,1,2017.0,11,0,4,2
3781,0,3,6,1,4,1,1,1,2009.0,11,0,4,2
3782,1,3,0,3,2,0,0,0,2009.0,25,0,3,5
3783,1,1,8,0,3,0,0,1,2015.0,16,0,3,2
3784,1,1,3,1,4,1,1,1,2009.0,14,1,4,4
3785,1,2,3,3,4,0,0,1,2009.0,14,1,2,2
3786,1,1,3,0,3,1,0,1,2022.0,7,1,4,1
3787,1,1,5,2,4,0,0,1,2000.0,25,0,4,4
3788,1,2,5,2,2,0,0,1,2009.0,6,1,4,2
3789,1,1,2,2,3,1,0,1,2009.0,15,0,3,2
3790,1,3,6,0,3,0,0,1,2009.0,26,1,4,5
3791,0,3,8,2,3,1,0,0,2009.0,15,1,1,6
3792,1,3,1,0,2,1,1,1,2009.0,29,0,3,5
3793,1,2,8,0,3,1,0,1,2007.0,21,1,1,5
3794,1,2,7,1,3,1,0,1,2003.0,31,1,1,3
3795,1,3,0,0,2,1,1,1,2009.0,8,0,4,3
3796,1,1,3,2,2,1,1,1,2009.0,11,1,3,6
3797,1,1,2,3,2,1,1,1,2009.0,14,0,0,6
3798,1,3,6,0,6,0,0,1,2018.0,9,0,0,1
3799,1,3,7,0,4,1,0,1,2009.0,22,0,3,4
3800,1,2,5,0,2,0,0,1,2008.0,15,0,3,2
3801,1,1,7,0,3,0,0,0,2015.0,21,1,1,5
3802,0,1,7,0,2,0,0,1,2006.0,19,0,0,4
3803,1,2,4,0,4,1,0,1,2005.0,24,1,1,5
3804,1,1,4,2,4,0,0,1,2009.0,18,1,1,6
3805,1,3,7,0,3,0,0,1,1996.0,24,0,2,4
3806,0,1,1,0,4,1,0,1,2009.0,24,0,3,2
3807,1,3,1,0,4,1,0,1,2009.0,24,0,1,4
3808,1,1,1,0,3,0,0,1,2009.0,13,0,3,4
3809,1,2,2,0,3,0,0,0,2009.0,18,0,4,5
3810,1,3,5,0,4,0,0,0,2016.0,11,0,0,6
3811,1,1,3,0,3,1,0,1,1999.0,17,0,4,2
3812,1,2,7,0,4,0,0,0,2009.0,21,0,2,5
3813,1,2,5,0,3,1,0,1,2011.0,19,0,4,2
3814,1,1,5,3,4,0,0,0,2009.0,27,0,2,4
3815,1,3,1,2,3,1,0,1,2009.0,25,0,2,5
3816,1,3,0,0,2,1,0,1,2009.0,26,0,2,4
3817,0,3,0,2,2,1,0,1,2009.0,10,0,4,1
3818,1,3,8,0,5,1,0,1,2002.0,27,0,4,2
3819,1,0,5,1,6,0,0,1,2021.0,6,1,0,3
3820,1,3,5,1,4,0,0,0,2016.0,8,0,2,4
3821,1,3,1,0,2,1,0,1,2009.0,23,0,0,5
3822,1,3,8,1,2,0,0,0,2011.0,18,1,1,5
3823,1,1,1,3,2,1,0,1,2009.0,26,0,3,2
3824,1,2,8,0,2,1,1,1,2009.0,16,0,2,2
3825,1,3,1,0,4,1,0,1,2009.0,9,0,4,4
3826,1,1,3,0,4,0,0,1,2001.0,37,0,4,6
3827,1,1,3,0,4,1,0,1,2018.0,11,0,0,3
3828,1,3,5,1,5,0,0,1,2000.0,22,0,0,4
3829,1,1,3,0,2,0,0,1,2009.0,15,1,3,2
3830,1,1,7,1,2,1,0,1,2006.0,25,0,0,3
3831,1,2,3,2,2,1,0,1,2021.0,7,0,0,1
3832,1,1,1,0,3,0,0,1,2009.0,9,1,1,1
3833,1,3,2,0,5,1,0,1,2009.0,14,0,0,1
3834,1,1,7,0,5,0,0,1,2001.0,38,1,3,4
3835,1,1,7,0,4,0,0,1,2015.0,12,0,4,2
3836,1,2,6,0,2,0,0,1,2004.0,24,1,1,5
3837,0,1,0,1,3,0,0,0,2009.0,14,0,3,6
3838,1,1,2,0,3,0,0,1,2009.0,24,0,0,5
3839,1,1,5,0,2,1,0,1,2019.0,9,0,4,3
3840,1,1,4,1,3,1,0,0,2009.0,18,1,1,5
3841,1,2,8,0,3,1,0,0,2008.0,23,1,1,3
3842,1,1,4,1,4,1,0,1,2010.0,22,0,2,6
3843,1,3,0,1,2,1,1,1,2009.0,11,0,4,6
3844,1,1,3,1,2,1,1,1,2009.0,25,0,0,5
3845,1,1,2,0,3,0,0,1,2009.0,20,0,1,6
3846,1,3,7,1,5,1,0,1,2009.0,16,1,3,2
3847,0,2,3,3,2,0,0,0,2000.0,24,0,4,3
3848,1,1,3,4,2,0,0,0,2002.0,22,1,3,2
3849,1,1,1,0,2,0,0,0,2009.0,0,0,4,0
3850,1,2,8,0,3,1,0,1,2007.0,16,1,1,4
3851,1,1,5,0,4,0,0,0,2004.0,35,1,0,2
3852,1,1,1,3,4,0,0,1,2009.0,21,0,4,6
3853,1,3,6,2,5,0,0,1,2021.0,5,1,4,2
3854,1,3,0,0,4,1,0,1,2009.0,22,0,1,5
3855,1,1,7,0,3,0,0,1,2019.0,13,0,3,5
3856,1,2,0,0,3,1,0,1,2009.0,23,0,2,5
3857,1,1,7,0,4,1,0,1,2019.0,7,0,2,1
3858,1,2,0,0,1,0,0,1,2009.0,19,0,4,4
3859,1,2,8,0,3,0,0,1,2012.0,11,0,0,3
3860,1,1,5,0,3,1,0,1,2008.0,19,0,3,5
3861,1,1,0,1,3,1,0,1,2009.0,34,0,0,2
3862,1,3,2,0,2,1,1,0,2009.0,19,1,3,1
3863,1,1,6,1,4,1,1,1,1997.0,32,0,0,5
3864,1,2,1,0,2,1,0,1,2009.0,37,0,4,2
3865,1,3,1,1,4,1,0,1,2009.0,11,0,2,6
3866,0,3,7,0,3,0,0,1,2011.0,17,0,0,3
3867,0,3,5,3,4,1,0,1,2009.0,22,0,0,4
3868,1,3,8,1,4,0,0,1,2007.0,17,0,0,4
3869,1,3,2,0,2,1,0,1,2009.0,10,1,1,3
3870,1,2,5,0,2,0,0,0,2022.0,0,0,4,0
3871,1,1,3,0,3,0,0,1,1997.0,22,1,1,4
3872,1,3,2,0,3,1,0,1,2009.0,8,0,4,3
3873,1,2,6,5,2,0,0,1,2009.0,16,0,3,4
3874,1,2,6,0,4,1,0,1,2009.0,7,1,1,1
3875,1,1,7,3,4,0,0,0,2009.0,21,0,0,5
3876,1,1,1,0,2,0,0,1,2009.0,23,1,2,4
3877,1,2,4,0,2,0,0,1,2019.0,11,0,0,1
3878,1,2,1,0,2,1,0,1,2009.0,11,0,4,2
3879,1,2,0,0,2,1,0,1,2009.0,7,0,4,3
3880,1,2,6,3,4,1,0,1,2013.0,20,0,2,1
3881,1,2,3,0,2,1,0,1,2010.0,22,0,2,3
3882,1,2,6,0,2,1,0,1,2009.0,18,1,1,2
3883,1,3,4,1,5,0,0,0,2009.0,11,0,0,3
3884,1,1,5,0,2,1,1,1,2016.0,21,0,3,3
3885,1,1,3,0,2,0,0,0,2001.0,29,0,3,2
3886,1,1,8,0,3,0,0,0,2020.0,8,1,2,3
3887,1,2,8,1,2,0,0,0,1997.0,25,1,2,5
3888,1,3,8,2,4,1,0,1,2017.0,13,1,1,6
3889,1,3,8,0,3,1,1,0,2010.0,24,1,1,3
3890,1,2,7,0,3,0,0,1,2009.0,15,0,4,4
3891,1,3,4,0,3,1,0,0,2016.0,5,0,2,6
3892,1,1,7,0,2,1,0,1,1999.0,31,0,4,6
3893,1,1,0,0,3,0,0,0,2009.0,17,0,3,4
3894,1,3,6,0,4,0,0,1,2012.0,20,0,0,4
3895,0,3,5,0,4,0,0,1,2012.0,17,1,0,6
3896,1,2,1,0,3,1,0,1,2009.0,10,0,0,6
3897,1,1,4,0,4,1,0,1,2015.0,11,0,4,2
3898,1,1,8,0,4,1,0,1,2018.0,5,1,1,4
3899,1,1,3,1,4,0,0,0,2003.0,30,0,3,4
3900,0,1,7,0,6,0,0,1,2000.0,25,1,1,4
3901,1,2,2,2,2,1,0,1,2009.0,23,0,3,3
3902,0,2,7,1,3,1,0,1,2000.0,31,0,3,3
3903,1,3,6,0,2,1,0,0,2022.0,0,0,4,0
3904,1,1,7,0,2,0,0,0,2009.0,20,1,1,4
3905,1,3,1,0,4,0,0,1,2009.0,5,0,1,6
3906,1,1,8,3,2,0,0,0,2009.0,21,0,0,6
3907,1,2,3,1,4,0,0,1,2022.0,4,0,4,2
3908,1,3,3,1,3,0,0,1,2005.0,27,0,4,5
3909,1,3,4,0,4,1,0,0,2000.0,24,0,0,5
3910,1,2,4,0,3,1,0,1,2019.0,13,0,0,1
3911,1,3,0,0,4,0,0,0,2009.0,12,0,2,5
3912,1,2,3,0,3,1,1,1,2012.0,18,0,2,3
3913,1,2,1,0,2,1,1,1,2009.0,19,0,0,2
3914,1,0,7,0,8,1,0,0,2023.0,0,0,4,0
3915,1,1,6,2,5,0,0,1,2009.0,12,0,0,6
3916,1,2,0,0,3,1,0,0,2009.0,13,0,3,1
3917,1,3,7,0,4,0,0,0,2005.0,38,1,1,5
3918,0,1,1,1,2,0,0,0,2009.0,29,0,2,5
3919,1,3,2,0,4,0,0,0,2009.0,23,0,1,3
3920,1,3,5,0,3,1,0,0,2009.0,4,0,0,2
3921,1,1,1,2,2,1,0,0,2009.0,6,0,4,1
3922,1,1,1,0,2,0,0,0,2009.0,10,1,4,5
3923,1,2,7,1,2,1,0,1,2009.0,9,1,1,1
3924,1,1,1,0,2,0,0,0,2009.0,25,0,4,5
3925,1,3,3,0,4,1,0,0,2007.0,27,1,3,5
3926,1,3,2,0,3,1,1,1,2009.0,9,0,2,3
3927,1,1,3,0,5,0,0,0,2022.0,0,0,4,0
3928,1,1,4,0,3,1,0,1,2013.0,13,0,0,4
3929,1,3,8,0,4,1,0,1,2010.0,17,0,0,3
3930,1,2,0,0,4,1,0,1,2009.0,14,0,0,6
3931,1,1,4,3,4,1,0,1,2009.0,19,0,3,6
3932,1,2,0,2,2,0,0,0,2009.0,20,0,4,3
3933,1,1,5,0,3,1,0,1,2009.0,12,1,3,2
3934,1,1,3,0,4,0,0,0,2009.0,19,1,2,5
3935,1,2,4,0,4,0,0,0,2004.0,24,1,2,5
3936,1,2,7,0,3,1,0,1,2012.0,17,0,0,5
3937,1,1,6,0,3,1,0,1,2022.0,0,0,4,0
3938,0,1,7,0,3,1,0,1,2014.0,17,1,1,4
3939,1,2,5,0,3,1,0,1,2005.0,39,1,1,5
3940,1,3,2,0,6,0,0,1,2009.0,23,0,0,2
3941,1,2,0,0,2,1,0,1,2009.0,25,0,4,2
3942,1,2,2,3,3,1,0,1,2009.0,5,0,3,6
3943,1,2,7,1,3,0,0,1,2009.0,4,0,4,1
3944,0,2,3,2,3,0,0,0,2009.0,16,1,3,4
3945,1,2,7,0,3,1,0,1,2012.0,20,0,4,4
3946,1,3,1,0,4,0,0,1,2009.0,5,0,3,2
3947,1,2,5,0,3,1,0,1,2019.0,4,1,0,2
3948,1,1,1,2,2,1,1,1,2009.0,5,0,0,4
3949,1,2,7,0,2,0,0,1,2003.0,19,0,3,6
3950,1,3,1,2,4,1,0,0,2009.0,17,1,1,3
3951,1,3,4,0,6,0,0,0,2020.0,6,0,4,3
3952,1,3,3,0,3,1,0,1,2009.0,0,0,4,0
3953,1,3,7,1,3,0,0,0,2000.0,33,1,3,5
3954,1,2,8,0,2,0,0,0,2009.0,4,0,2,3
3955,1,3,0,0,4,0,0,0,2009.0,10,0,0,1
3956,1,1,5,0,3,0,0,0,2009.0,18,0,3,5
3957,1,3,5,1,3,0,0,1,2009.0,15,0,4,2
3958,1,1,6,1,3,0,0,1,2009.0,7,0,0,6
3959,1,1,8,1,4,1,0,0,2009.0,11,0,3,2
3960,1,3,8,0,4,1,1,1,2015.0,15,0,3,4
3961,1,3,8,0,3,1,0,1,2013.0,14,1,0,4
3962,0,3,0,0,3,0,0,1,2009.0,18,0,2,6
3963,1,3,4,0,4,0,0,0,2019.0,5,1,4,2
3964,1,1,1,2,3,1,0,0,2009.0,24,0,0,6
3965,1,1,2,0,4,1,0,1,2009.0,0,0,4,0
3966,1,1,4,1,2,0,0,0,2016.0,9,0,2,4
3967,1,0,2,0,7,1,0,1,2009.0,24,0,1,2
3968,1,3,4,3,4,1,0,0,2009.0,4,1,4,2
3969,1,3,0,0,2,1,1,0,2009.0,28,0,2,4
3970,1,3,7,0,7,1,0,1,2004.0,29,0,3,5
3971,0,3,1,0,3,0,0,1,2009.0,5,0,4,3
3972,1,1,4,1,4,0,0,0,1997.0,25,0,3,6
3973,1,3,8,1,2,1,0,0,2005.0,30,1,1,2
3974,1,1,3,0,1,1,0,1,2003.0,24,0,0,2
3975,1,2,5,0,3,1,0,1,2009.0,19,0,0,4
3976,1,3,7,4,2,1,0,1,2018.0,5,0,0,3
3977,1,2,7,0,2,0,0,0,2009.0,17,0,2,5
3978,1,2,3,0,2,0,0,0,2000.0,36,0,2,4
3979,1,3,1,0,4,1,0,1,2009.0,25,0,2,2
3980,1,1,7,0,3,1,1,1,2011.0,18,1,1,4
3981,1,1,4,0,2,1,0,0,2013.0,12,0,3,6
3982,0,2,8,2,2,0,0,1,2009.0,26,0,3,4
3983,1,1,0,2,2,0,0,0,2009.0,20,0,3,4
3984,1,2,1,1,4,1,0,1,2009.0,30,1,4,4
3985,1,2,5,1,2,1,0,1,2018.0,5,1,2,1
3986,1,3,4,0,4,1,0,1,1997.0,33,1,1,3
3987,1,3,3,1,4,1,0,0,2017.0,11,1,1,1
3988,1,1,5,0,2,0,0,0,2018.0,6,0,3,3
3989,1,1,5,1,3,1,0,0,2009.0,6,1,0,2
3990,1,0,0,0,5,0,0,0,2009.0,6,0,0,3
