Ware_house_ID,WH_Manager_ID,Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,wh_est_year,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton
WH_102706,EID_52706,Rural,Small,South,Zone 6,0,0,2,7283,Company Owned,25,0,0,1,123,33,,25,0,B+,6,9,30113
WH_102707,EID_52707,Rural,Mid,North,Zone 3,3,0,3,4213,Company Owned,47,0,0,1,74,33,2008,22,0,A,3,27,30114
WH_102708,EID_52708,Rural,Large,North,Zone 5,5,0,4,3178,Company Owned,68,0,0,0,143,20,2020,7,0,B+,1,17,8148
WH_102709,EID_52709,Urban,Mid,West,Zone 4,5,0,4,5678,Company Owned,51,0,0,1,253,27,2007,19,1,A+,2,26,27070
WH_102710,EID_52710,Rural,Mid,East,Zone 3,3,0,4,3967,Rented,21,0,0,0,139,23,2020,6,1,B+,2,27,8102
WH_102711,EID_52711,Rural,Large,North,Zone 6,1,0,2,5277,Company Owned,15,0,0,0,96,36,,18,0,A+,5,6,23073
WH_102712,EID_52712,Rural,Mid,South,Zone 3,5,1,3,6163,Rented,17,0,0,0,195,32,1999,14,1,C,5,27,19090
WH_102713,EID_52713,Rural,Large,West,Zone 5,1,0,2,6255,Rented,60,1,0,1,219,24,,7,0,B+,3,14,8083
WH_102714,EID_52714,Rural,Small,South,Zone 6,3,5,3,4600,Company Owned,59,0,0,1,242,49,,4,1,A,4,2,5098
WH_102715,EID_52715,Rural,Large,South,Zone 5,6,0,2,3840,Company Owned,49,0,0,1,171,27,2019,11,1,B+,1,25,14066
WH_102716,EID_52716,Rural,Mid,South,Zone 2,4,3,4,4731,Rented,66,0,0,0,82,16,2011,19,0,B+,6,32,22066
WH_102717,EID_52717,Rural,Large,North,Zone 6,6,0,3,4526,Rented,21,0,0,0,268,24,2007,34,0,B+,6,28,42091
WH_102718,EID_52718,Rural,Mid,North,Zone 3,2,0,4,5126,Company Owned,48,1,0,1,236,27,,10,0,B,3,27,12093
WH_102719,EID_52719,Urban,Mid,South,Zone 3,5,1,2,3548,Company Owned,17,0,0,1,262,37,2009,21,0,A,5,19,28142
WH_102720,EID_52720,Rural,Large,North,Zone 5,7,0,2,4710,Company Owned,55,0,0,1,154,27,2016,17,0,B,6,24,21057
WH_102721,EID_52721,Rural,Large,North,Zone 6,2,2,3,4695,Rented,29,0,0,1,129,28,,9,0,A+,5,6,12138
WH_102722,EID_52722,Rural,Mid,West,Zone 4,8,0,3,5263,Company Owned,26,0,0,0,239,24,2000,39,0,A,4,26,52088
WH_102723,EID_52723,Rural,Mid,North,Zone 4,1,0,3,3750,Company Owned,39,1,0,1,253,33,,25,0,C,4,26,31070
WH_102724,EID_52724,Rural,Large,North,Zone 6,2,2,4,4066,Company Owned,41,0,0,1,135,37,,27,0,B+,4,28,32128
WH_102725,EID_52725,Rural,Mid,South,Zone 4,5,2,4,4505,Rented,64,0,0,1,63,28,,4,1,A,6,26,5098
WH_102726,EID_52726,Rural,Mid,West,Zone 4,8,0,3,4641,Company Owned,61,0,0,1,243,23,2012,9,1,A+,3,26,12099
WH_102727,EID_52727,Rural,Mid,North,Zone 4,7,0,3,4796,Rented,18,0,0,1,254,26,1997,28,0,C,6,26,37108
WH_102728,EID_52728,Rural,Mid,South,Zone 2,3,0,2,6414,Rented,19,0,0,1,105,28,2022,4,1,C,2,32,5109
WH_102729,EID_52729,Rural,Large,West,Zone 5,1,0,3,5510,Rented,26,0,0,1,57,26,,20,0,C,2,14,26058
WH_102730,EID_52730,Rural,Small,North,Zone 6,5,0,3,5221,Rented,46,0,0,1,117,26,2007,24,1,A+,3,13,31063
WH_102731,EID_52731,Rural,Mid,West,Zone 4,3,4,4,4327,Rented,37,0,0,0,195,26,2020,5,0,B,2,26,6063
WH_102732,EID_52732,Rural,Mid,North,Zone 3,7,0,3,4752,Company Owned,36,0,0,1,162,33,2020,6,0,C,3,19,8063
WH_102733,EID_52733,Rural,Mid,South,Zone 4,4,3,2,5761,Rented,50,0,0,0,118,21,,25,1,A,4,26,33070
WH_102734,EID_52734,Rural,Small,South,Zone 6,2,0,2,7211,Company Owned,61,0,0,1,57,24,,15,0,B,3,9,18081
WH_102735,EID_52735,Rural,Mid,North,Zone 4,6,1,3,4076,Company Owned,20,1,0,1,142,35,2007,31,0,A,2,26,41074
WH_102736,EID_52736,Rural,Mid,West,Zone 4,4,0,4,6285,Rented,27,0,0,0,235,17,2013,20,0,B,4,11,23113
WH_102737,EID_52737,Rural,Small,West,Zone 6,1,0,2,5564,Rented,35,0,0,1,151,25,,16,1,A,1,8,23101
WH_102738,EID_52738,Rural,Mid,North,Zone 3,7,1,4,3573,Rented,51,0,0,1,77,34,,4,1,C,1,27,5146
WH_102739,EID_52739,Rural,Small,West,Zone 6,6,1,3,4864,Company Owned,15,0,0,0,62,24,,11,1,B+,2,15,13098
WH_102740,EID_52740,Rural,Large,North,Zone 6,3,1,2,3821,Company Owned,54,1,0,1,176,25,1998,20,0,B,5,6,24121
WH_102741,EID_52741,Rural,Large,North,Zone 6,4,0,2,5108,Company Owned,59,0,1,1,148,29,1999,25,0,B,5,29,29134
WH_102742,EID_52742,Rural,Large,North,Zone 6,2,1,3,5056,Company Owned,47,1,0,1,261,36,,6,0,C,1,28,7116
WH_102743,EID_52743,Rural,Small,South,Zone 1,0,0,3,5527,Company Owned,25,1,0,1,116,33,,23,0,B+,5,21,26101
WH_102744,EID_52744,Rural,Mid,South,Zone 3,7,1,2,5089,Company Owned,29,0,0,0,258,38,2023,0,0,NA,0,27,8063
WH_102745,EID_52745,Rural,Small,South,Zone 6,8,1,2,7256,Rented,53,0,0,1,71,27,2001,21,1,B+,4,9,25068
WH_102746,EID_52746,Rural,Large,West,Zone 6,3,3,2,5256,Rented,43,0,0,0,113,23,,19,1,C,2,29,25102
WH_102747,EID_52747,Rural,Mid,North,Zone 4,5,3,4,4767,Company Owned,54,0,0,0,55,21,,20,0,B+,2,26,23061
WH_102748,EID_52748,Rural,Mid,South,Zone 2,4,0,3,4025,Company Owned,65,0,0,1,118,31,2009,23,0,C,5,32,31072
WH_102749,EID_52749,Rural,Mid,North,Zone 3,7,0,4,4758,Company Owned,60,0,0,1,158,27,1997,26,0,B+,4,27,32108
WH_102750,EID_52750,Rural,Mid,North,Zone 3,5,1,3,5312,Rented,61,0,0,1,159,25,,23,1,B,6,27,27129
WH_102751,EID_52751,Rural,Large,South,Zone 5,7,0,3,3435,Company Owned,15,0,0,1,127,33,2009,19,1,A+,3,10,24083
WH_102752,EID_52752,Rural,Large,West,Zone 6,3,0,4,8046,Company Owned,18,0,0,1,268,30,2000,24,1,A+,6,23,31146
WH_102753,EID_52753,Rural,Mid,West,Zone 3,8,3,4,4399,Rented,35,0,0,0,249,23,,16,1,A+,4,19,21085
WH_102754,EID_52754,Rural,Large,North,Zone 6,4,1,3,6163,Company Owned,26,0,0,1,64,45,2002,15,0,C,5,23,19068
WH_102755,EID_52755,Rural,Small,North,Zone 6,7,0,2,4285,Company Owned,48,0,0,1,179,30,2002,22,0,A,3,9,29107
WH_102756,EID_52756,Rural,Mid,South,Zone 2,7,1,2,5903,Company Owned,32,0,0,1,165,39,,15,0,A,6,32,19060
WH_102757,EID_52757,Rural,Large,North,Zone 6,5,2,2,4397,Rented,29,0,0,1,120,34,,15,0,B+,5,23,17075
WH_102758,EID_52758,Rural,Large,West,Zone 6,7,1,4,3183,Company Owned,37,0,0,1,114,39,2014,10,0,B,2,23,11150
WH_102759,EID_52759,Rural,Large,North,Zone 6,8,0,3,4615,Rented,20,0,0,0,56,39,2005,28,1,C,2,23,39082
WH_102760,EID_52760,Rural,Mid,North,Zone 3,8,0,2,5505,Company Owned,22,0,0,0,143,23,2017,11,1,B,4,27,13075
WH_102761,EID_52761,Rural,Mid,North,Zone 2,2,0,2,3731,Company Owned,41,0,0,0,247,24,,0,0,NA,0,1,3113
WH_102762,EID_52762,Rural,Mid,South,Zone 2,1,0,2,4555,Company Owned,40,0,0,1,97,35,,18,0,B+,6,1,21077
WH_102763,EID_52763,Rural,Mid,North,Zone 3,0,0,2,4958,Company Owned,17,0,0,0,129,20,,25,0,C,6,19,34107
WH_102764,EID_52764,Rural,Small,South,Zone 1,4,3,2,4601,Company Owned,23,0,0,1,124,33,2016,5,0,B+,6,21,6073
WH_102765,EID_52765,Rural,Small,North,Zone 6,5,0,2,3933,Rented,55,1,0,1,211,26,2018,11,0,C,2,8,15072
WH_102766,EID_52766,Rural,Mid,West,Zone 2,4,0,2,4029,Rented,69,0,0,1,66,26,2020,6,1,C,2,12,9067
WH_102767,EID_52767,Urban,Large,North,Zone 6,6,0,4,2957,Rented,59,0,0,0,122,19,2022,7,0,B,3,28,8108
WH_102768,EID_52768,Rural,Mid,South,Zone 2,6,1,4,5443,Company Owned,36,0,0,1,160,23,2019,4,0,B,2,32,5144
WH_102769,EID_52769,Rural,Mid,North,Zone 3,5,0,3,4791,Company Owned,52,0,0,1,167,30,2007,20,1,A+,4,27,26095
WH_102770,EID_52770,Rural,Mid,South,Zone 2,1,2,2,3769,Company Owned,20,0,0,1,110,45,,20,0,A+,5,22,26130
WH_102771,EID_52771,Rural,Mid,South,Zone 2,6,0,2,4989,Rented,30,0,0,1,171,46,2004,33,1,A+,6,32,46062
WH_102772,EID_52772,Rural,Large,North,Zone 6,2,0,3,6658,Rented,43,0,0,0,108,18,,15,0,A,2,23,20103
WH_102773,EID_52773,Rural,Large,South,Zone 5,4,0,2,5499,Company Owned,60,0,0,1,128,28,2021,5,0,C,2,25,7124
WH_102774,EID_52774,Rural,Mid,South,Zone 2,7,0,3,3843,Rented,46,0,0,1,100,23,2016,13,0,A,1,1,18149
WH_102775,EID_52775,Rural,Large,North,Zone 6,0,0,4,8093,Rented,29,0,0,1,76,39,,14,0,B+,2,28,17110
WH_102776,EID_52776,Rural,Large,South,Zone 5,8,2,2,4601,Rented,60,0,0,0,150,23,,14,0,B+,2,14,16122
WH_102777,EID_52777,Rural,Mid,South,Zone 2,0,3,2,5847,Company Owned,37,0,0,1,157,36,,22,0,B,6,22,25118
WH_102778,EID_52778,Rural,Large,West,Zone 5,5,1,2,5034,Rented,40,0,0,1,245,45,,15,0,B,1,14,17114
WH_102779,EID_52779,Rural,Small,West,Zone 6,3,1,4,3667,Rented,60,0,0,1,258,45,2005,28,0,A,2,8,36095
WH_102780,EID_52780,Rural,Large,West,Zone 5,1,1,5,3486,Company Owned,69,0,0,0,177,24,,13,0,A+,1,14,17126
WH_102781,EID_52781,Rural,Mid,North,Zone 3,0,2,3,4646,Company Owned,66,0,1,1,262,30,,22,0,B+,4,27,25061
WH_102782,EID_52782,Rural,Large,North,Zone 6,2,0,3,3765,Rented,28,0,0,0,56,,,20,1,C,5,23,28062
WH_102783,EID_52783,Rural,Large,West,Zone 5,1,0,3,4612,Company Owned,46,0,0,0,120,31,,39,1,A+,2,14,54057
WH_102784,EID_52784,Rural,Large,West,Zone 6,5,0,4,3631,Rented,53,0,0,1,91,33,1999,25,0,C,4,23,31096
WH_102785,EID_52785,Rural,Mid,South,Zone 2,1,0,2,4938,Rented,66,0,0,0,61,36,,12,1,A+,2,32,16129
WH_102786,EID_52786,Rural,Mid,West,Zone 4,1,1,2,5774,Company Owned,38,1,0,1,67,,,5,0,B+,3,26,6145
WH_102787,EID_52787,Urban,Mid,North,Zone 4,8,0,2,3424,Company Owned,56,0,0,1,228,21,2010,20,1,A,4,26,26089
WH_102788,EID_52788,Rural,Mid,South,Zone 4,6,1,3,3671,Company Owned,33,0,0,1,132,43,,21,1,B+,2,11,25129
WH_102789,EID_52789,Rural,Small,North,Zone 1,4,0,2,5296,Company Owned,44,0,0,1,259,39,2015,10,0,B,1,3,12150
WH_102790,EID_52790,Rural,Mid,North,Zone 4,6,4,4,4566,Company Owned,40,0,0,1,238,39,,19,0,B+,4,26,22062
WH_102791,EID_52791,Rural,Large,West,Zone 5,5,0,3,4112,Company Owned,15,0,0,0,139,21,,16,1,A+,6,25,20076
WH_102792,EID_52792,Rural,Small,South,Zone 6,4,0,2,6362,Company Owned,42,0,0,1,229,32,2023,0,0,NA,0,15,6122
WH_102793,EID_52793,Rural,Mid,South,Zone 2,7,0,4,5647,Company Owned,18,0,0,1,258,26,2003,33,0,B,6,32,40102
WH_102794,EID_52794,Rural,Large,West,Zone 5,7,0,6,4888,Company Owned,26,0,1,1,104,27,2002,24,1,C,3,24,31066
WH_102795,EID_52795,Rural,Large,North,Zone 5,7,3,3,4252,Rented,60,0,0,0,267,28,,4,0,B,2,5,5132
WH_102796,EID_52796,Rural,Small,South,Zone 6,8,2,3,5109,Company Owned,29,0,0,1,206,18,,27,1,A+,3,9,36115
WH_102797,EID_52797,Rural,Small,North,Zone 6,6,0,2,5734,Rented,40,0,0,0,112,18,2014,20,1,B,6,15,26118
WH_102798,EID_52798,Rural,Mid,West,Zone 4,7,1,3,4431,Rented,24,0,0,0,263,18,2016,9,0,C,2,11,12126
WH_102799,EID_52799,Rural,Mid,South,Zone 2,7,0,2,7492,Rented,26,0,0,0,155,18,2018,7,1,A,3,1,10150
WH_102800,EID_52800,Rural,Mid,South,Zone 3,1,0,3,5680,Company Owned,26,0,0,1,198,23,,14,0,C,5,27,18073
WH_102801,EID_52801,Rural,Large,West,Zone 6,7,0,3,4292,Company Owned,57,0,0,0,198,29,2013,12,0,A,4,6,16095
WH_102802,EID_52802,Rural,Mid,North,Zone 3,0,0,2,5109,Company Owned,37,0,0,1,244,34,,20,0,C,3,19,26057
WH_102803,EID_52803,Rural,Large,North,Zone 6,4,1,2,5492,Company Owned,54,0,0,1,225,24,2005,30,1,A+,5,28,39098
WH_102804,EID_52804,Rural,Mid,South,Zone 4,6,1,3,5103,Company Owned,54,0,0,1,266,28,,0,0,NA,0,26,3104
WH_102805,EID_52805,Rural,Mid,West,Zone 4,2,2,3,4582,Company Owned,54,0,0,0,219,30,,4,0,C,1,11,6148
WH_102806,EID_52806,Rural,Mid,North,Zone 4,6,0,4,3468,Company Owned,16,1,0,0,175,,2016,18,1,B+,4,26,23087
WH_102807,EID_52807,Rural,Mid,South,Zone 2,7,0,1,4195,Rented,48,0,0,1,225,28,2004,24,0,A,6,32,30105
WH_102808,EID_52808,Rural,Mid,South,Zone 3,3,1,4,3491,Company Owned,26,0,0,1,145,21,2013,18,1,B,4,19,21093
WH_102809,EID_52809,Urban,Mid,West,Zone 3,7,0,3,5500,Company Owned,53,1,0,0,86,29,2007,21,0,B,2,19,24077
WH_102810,EID_52810,Urban,Large,North,Zone 6,4,0,4,3531,Company Owned,66,0,0,1,138,28,2004,24,1,A,3,23,31102
WH_102811,EID_52811,Rural,Large,West,Zone 5,0,2,6,4368,Company Owned,59,0,0,0,267,23,,0,0,NA,0,10,4081
WH_102812,EID_52812,Rural,Large,North,Zone 5,6,0,4,4611,Company Owned,69,0,0,1,124,29,2018,12,1,A+,1,14,17070
WH_102813,EID_52813,Rural,Large,West,Zone 5,5,0,3,4526,Company Owned,54,0,0,0,174,24,,10,1,B+,5,5,12127
WH_102814,EID_52814,Rural,Large,West,Zone 5,8,0,4,4448,Company Owned,51,0,0,0,188,32,1998,31,0,A,4,10,42065
WH_102815,EID_52815,Rural,Large,North,Zone 6,2,0,4,6945,Rented,48,0,0,0,271,20,,8,0,C,3,28,10088
WH_102816,EID_52816,Rural,Small,West,Zone 6,1,0,4,5126,Company Owned,65,0,0,1,186,29,,11,0,B,4,2,14069
WH_102817,EID_52817,Rural,Large,West,Zone 6,8,0,3,5079,Rented,28,0,0,0,198,21,2008,18,0,B,5,23,21066
WH_102818,EID_52818,Rural,Large,West,Zone 6,3,1,3,3322,Company Owned,29,0,0,1,138,35,2014,10,0,B,5,6,12075
WH_102819,EID_52819,Rural,Mid,West,Zone 4,0,0,4,4808,Rented,23,0,0,1,168,31,,17,0,B,4,11,21127
WH_102820,EID_52820,Rural,Mid,North,Zone 2,4,0,4,4762,Rented,30,0,0,1,90,43,2014,14,0,B+,2,12,17077
WH_102821,EID_52821,Rural,Mid,South,Zone 2,7,1,2,5091,Company Owned,15,0,0,1,146,26,2008,17,0,C,4,12,22067
WH_102822,EID_52822,Rural,Large,West,Zone 6,0,0,4,3785,Rented,28,1,1,1,163,38,,18,0,B,6,23,21062
WH_102823,EID_52823,Rural,Mid,South,Zone 2,6,0,2,4350,Rented,35,0,0,0,244,18,2000,26,0,B+,6,32,31074
WH_102824,EID_52824,Rural,Small,West,Zone 1,7,3,6,4422,Rented,31,0,0,1,55,24,,16,0,C,6,21,20078
WH_102825,EID_52825,Rural,Mid,South,Zone 4,7,0,2,6870,Company Owned,52,0,0,1,247,32,2001,32,1,A+,2,26,45081
WH_102826,EID_52826,Rural,Large,North,Zone 6,2,0,2,4695,Rented,64,0,1,1,65,36,,5,0,A+,3,28,6119
WH_102827,EID_52827,Rural,Mid,North,Zone 4,8,0,2,4384,Rented,54,0,1,1,56,24,2007,19,1,A+,2,26,24060
WH_102828,EID_52828,Rural,Large,North,Zone 6,6,0,4,4142,Rented,23,0,0,0,226,18,2009,18,1,A+,2,6,24134
WH_102829,EID_52829,Rural,Small,East,Zone 6,7,1,2,6601,Rented,54,0,0,0,206,19,,6,0,B,1,15,7119
WH_102830,EID_52830,Urban,Mid,North,Zone 4,3,0,4,4536,Rented,29,0,0,1,78,30,2003,23,0,B+,3,26,28122
WH_102831,EID_52831,Rural,Large,North,Zone 6,5,1,3,5760,Rented,19,0,0,1,206,,2001,24,0,A,3,28,30132
WH_102832,EID_52832,Rural,Small,South,Zone 1,1,1,2,6331,Company Owned,63,0,0,1,238,38,,7,0,B,1,16,9124
WH_102833,EID_52833,Rural,Small,South,Zone 1,5,0,2,5324,Company Owned,30,1,0,0,245,46,2002,25,0,B,5,16,29100
WH_102834,EID_52834,Rural,Mid,South,Zone 2,3,0,3,6118,Rented,36,0,0,0,99,19,1998,28,0,A,5,32,36061
WH_102835,EID_52835,Rural,Large,North,Zone 5,0,1,2,4388,Rented,30,0,0,1,91,32,,8,0,C,1,17,11133
WH_102836,EID_52836,Rural,Mid,South,Zone 3,6,1,2,3883,Rented,24,0,0,0,154,19,2009,20,1,A,4,19,27093
WH_102837,EID_52837,Rural,Large,North,Zone 5,8,0,4,5900,Company Owned,32,0,0,1,161,37,2014,9,1,A,5,5,12060
WH_102838,EID_52838,Rural,Large,North,Zone 6,5,0,3,6710,Rented,33,0,0,0,203,22,2017,13,0,B,5,28,17146
WH_102839,EID_52839,Rural,Small,South,Zone 6,5,1,2,6068,Company Owned,50,0,1,0,199,30,,12,1,B+,3,2,14066
WH_102840,EID_52840,Rural,Mid,South,Zone 3,1,2,4,4499,Company Owned,27,0,0,1,165,29,,17,0,C,5,27,22151
WH_102841,EID_52841,Rural,Mid,North,Zone 2,1,5,3,5182,Rented,53,0,0,0,217,24,,25,0,A+,4,12,31103
WH_102842,EID_52842,Rural,Large,North,Zone 5,4,3,2,4715,Company Owned,54,1,0,0,182,30,,14,0,B,5,17,17107
WH_102843,EID_52843,Rural,Mid,West,Zone 3,3,1,6,3756,Rented,33,0,0,0,216,38,,0,0,NA,0,19,3137
WH_102844,EID_52844,Rural,Large,South,Zone 5,3,0,3,3794,Company Owned,20,0,0,1,99,20,2006,25,0,B,3,25,29138
WH_102845,EID_52845,Rural,Small,South,Zone 6,3,0,4,4834,Rented,31,0,0,1,213,35,2003,39,1,B+,4,15,51057
WH_102846,EID_52846,Rural,Large,North,Zone 6,8,0,3,4859,Rented,50,0,0,0,99,27,2020,6,0,C,3,6,8086
WH_102847,EID_52847,Urban,Small,North,Zone 6,3,0,4,5328,Company Owned,42,1,0,1,257,49,2014,19,0,B+,4,13,24061
WH_102848,EID_52848,Rural,Large,West,Zone 5,6,0,4,4398,Company Owned,49,0,0,1,130,23,2017,13,0,A,4,14,18076
WH_102849,EID_52849,Rural,Large,North,Zone 5,7,0,2,5265,Company Owned,17,0,1,1,135,37,2004,32,1,A+,6,14,42130
WH_102850,EID_52850,Urban,Mid,South,Zone 4,6,0,4,3412,Rented,62,0,0,0,234,24,2012,20,0,C,4,26,26110
WH_102851,EID_52851,Urban,Large,North,Zone 6,3,1,3,4176,Company Owned,39,0,0,1,246,31,2007,17,1,A+,6,6,23134
WH_102852,EID_52852,Rural,Large,North,Zone 6,5,0,3,5348,Company Owned,35,0,0,1,133,28,2002,22,1,B,2,29,27073
WH_102853,EID_52853,Rural,Mid,North,Zone 4,0,0,4,4388,Company Owned,52,0,0,1,123,29,,34,0,B,5,26,42130
WH_102854,EID_52854,Rural,Mid,North,Zone 4,6,0,2,8021,Company Owned,46,0,0,1,196,38,2015,15,1,C,4,26,22106
WH_102855,EID_52855,Rural,Large,North,Zone 6,3,0,2,5619,Company Owned,59,0,0,1,135,31,2020,7,0,B,3,28,8108
WH_102856,EID_52856,Rural,Large,North,Zone 5,8,3,4,4798,Company Owned,20,1,0,1,151,33,2004,24,0,A,4,24,31076
WH_102857,EID_52857,Rural,Small,North,Zone 6,8,0,4,5682,Company Owned,67,1,0,1,222,31,1998,25,1,B,4,13,29083
WH_102858,EID_52858,Rural,Mid,West,Zone 4,0,0,7,4592,Rented,38,0,0,1,159,30,,26,0,B+,5,26,33060
WH_102859,EID_52859,Rural,Large,South,Zone 5,4,0,3,4387,Company Owned,55,1,0,1,92,92,2015,16,1,A+,5,10,24117
WH_102860,EID_52860,Rural,Mid,South,Zone 4,7,2,2,4236,Rented,38,0,0,1,213,,,4,1,A+,4,20,6073
WH_102861,EID_52861,Urban,Mid,North,Zone 3,0,4,3,5245,Company Owned,44,0,0,0,248,25,,23,0,B+,4,27,26087
WH_102862,EID_52862,Rural,Small,East,Zone 6,7,0,4,7110,Company Owned,27,0,0,1,269,32,2022,4,0,B,1,15,5144
WH_102863,EID_52863,Rural,Small,North,Zone 1,4,0,2,7806,Rented,16,0,0,1,94,,2016,17,1,A,2,16,25107
WH_102864,EID_52864,Rural,Mid,North,Zone 2,7,0,3,3978,Rented,17,0,0,0,214,26,2005,34,0,C,6,1,46064
WH_102865,EID_52865,Rural,Large,West,Zone 5,5,1,3,3649,Company Owned,62,0,0,0,126,22,,14,0,C,2,10,17112
WH_102866,EID_52866,Rural,Mid,North,Zone 2,5,0,5,4402,Company Owned,18,0,0,1,116,22,1999,23,1,B,4,22,27055
WH_102867,EID_52867,Rural,Large,North,Zone 6,8,0,4,5233,Company Owned,35,0,0,0,234,37,2001,28,0,B+,2,6,33119
WH_102868,EID_52868,Rural,Mid,South,Zone 2,6,0,3,5571,Company Owned,69,0,0,0,75,42,2014,10,0,C,4,22,13068
WH_102869,EID_52869,Rural,Mid,North,Zone 4,8,3,3,5053,Company Owned,67,1,1,1,172,32,,11,1,A+,5,26,14098
WH_102870,EID_52870,Rural,Large,West,Zone 5,0,0,5,4189,Company Owned,60,0,0,1,167,29,,9,0,C,6,14,12131
WH_102871,EID_52871,Rural,Large,North,Zone 5,3,1,2,4577,Company Owned,35,0,0,0,57,53,2006,20,1,B,3,14,25093
WH_102872,EID_52872,Urban,Mid,North,Zone 4,6,0,2,4138,Company Owned,54,1,0,1,101,29,,20,1,B+,5,26,24135
WH_102873,EID_52873,Rural,Large,South,Zone 5,1,0,2,3042,Rented,34,0,0,0,87,21,,5,1,B,1,14,6123
WH_102874,EID_52874,Rural,Large,North,Zone 6,4,0,3,4753,Rented,70,0,0,1,100,21,2021,0,0,NA,0,6,6145
WH_102875,EID_52875,Rural,Mid,South,Zone 2,3,0,2,4856,Rented,52,0,1,1,181,24,2012,18,0,A,2,32,24078
WH_102876,EID_52876,Rural,Mid,North,Zone 4,1,0,2,5045,Company Owned,61,0,0,1,167,27,,35,0,A,3,26,48110
WH_102877,EID_52877,Rural,Small,South,Zone 6,6,1,3,3813,Rented,62,0,0,1,217,29,2000,27,0,B,6,9,32068
WH_102878,EID_52878,Rural,Large,West,Zone 6,4,1,6,4143,Company Owned,30,1,0,1,196,,2015,12,1,A+,3,23,16101
WH_102879,EID_52879,Rural,Small,North,Zone 6,6,1,3,7376,Company Owned,39,1,0,1,170,26,2021,0,0,NA,0,13,7129
WH_102880,EID_52880,Rural,Mid,West,Zone 4,7,2,3,5051,Company Owned,38,0,0,0,192,30,2001,22,0,A,3,11,29065
WH_102881,EID_52881,Rural,Large,West,Zone 5,8,0,3,3046,Rented,16,0,0,1,160,23,2022,5,0,C,3,10,7127
WH_102882,EID_52882,Rural,Mid,South,Zone 3,1,2,2,5782,Company Owned,50,0,0,0,160,29,,0,0,NA,0,19,3104
WH_102883,EID_52883,Rural,Small,South,Zone 6,5,0,3,9431,Company Owned,41,1,0,1,92,37,2011,19,1,A+,4,2,24133
WH_102884,EID_52884,Urban,Large,North,Zone 6,4,0,2,5869,Company Owned,69,0,0,0,73,30,2004,14,1,B+,2,28,17056
WH_102885,EID_52885,Rural,Mid,South,Zone 4,7,0,2,4654,Rented,37,0,1,1,253,37,2003,25,0,A,5,20,31083
WH_102886,EID_52886,Rural,Mid,South,Zone 2,1,0,4,5603,Rented,15,0,0,0,240,19,,35,1,A+,2,32,50137
WH_102887,EID_52887,Rural,Large,West,Zone 6,5,0,4,4165,Company Owned,52,0,0,1,113,23,2006,25,1,C,2,29,32134
WH_102888,EID_52888,Rural,Small,South,Zone 6,8,5,2,5841,Rented,64,0,0,0,209,19,,5,1,C,2,9,6066
WH_102889,EID_52889,Rural,Large,South,Zone 5,8,0,3,4111,Rented,40,0,0,1,254,28,,16,1,A,4,14,20151
WH_102890,EID_52890,Rural,Mid,South,Zone 4,7,1,3,7774,Rented,34,0,0,0,94,25,2016,12,1,B,6,11,15089
WH_102891,EID_52891,Rural,Large,North,Zone 6,7,1,1,5781,Rented,66,0,0,1,146,41,2004,25,0,A,2,29,33136
WH_102892,EID_52892,Rural,Mid,North,Zone 3,6,0,2,6162,Company Owned,70,1,0,1,135,,2011,19,0,A,5,27,24142
WH_102893,EID_52893,Rural,Large,North,Zone 5,3,3,3,3466,Rented,52,0,0,0,178,29,2004,24,0,B+,2,17,28120
WH_102894,EID_52894,Urban,Mid,North,Zone 2,3,1,4,4255,Company Owned,15,0,0,1,232,18,,16,0,C,2,22,20149
WH_102895,EID_52895,Rural,Mid,North,Zone 3,8,2,2,4627,Company Owned,21,0,0,1,169,33,2012,20,1,B+,1,19,25123
WH_102896,EID_52896,Rural,Large,South,Zone 6,7,2,4,4526,Company Owned,54,1,0,1,252,29,,16,1,A,4,29,21101
WH_102897,EID_52897,Rural,Mid,North,Zone 3,0,1,4,4853,Rented,25,0,0,1,115,27,,29,0,A+,5,27,38132
WH_102898,EID_52898,Rural,Large,West,Zone 5,3,2,4,4528,Company Owned,38,0,1,1,185,27,,11,1,A+,5,14,14057
WH_102899,EID_52899,Rural,Mid,South,Zone 2,5,1,2,5092,Company Owned,58,0,0,0,157,28,1998,28,1,B,6,32,34132
WH_102900,EID_52900,Urban,Large,North,Zone 6,1,0,3,3971,Company Owned,22,0,0,1,58,26,,34,1,A+,3,23,48116
WH_102901,EID_52901,Rural,Large,North,Zone 5,4,0,4,5265,Rented,48,0,0,0,165,25,2019,10,1,A,3,5,15119
WH_102902,EID_52902,Rural,Large,South,Zone 5,1,0,2,5731,Company Owned,35,0,0,1,174,26,,20,0,A+,1,25,25068
WH_102903,EID_52903,Rural,Large,West,Zone 5,8,5,2,4745,Rented,65,0,0,1,221,29,,5,1,B,2,14,6143
WH_102904,EID_52904,Rural,Mid,North,Zone 2,5,2,1,5572,Rented,18,0,0,0,193,23,,23,1,A+,3,1,31111
